TAG,QUADNAME,STEMTAG,SPCODE,QX,QY,BREAKDOWNSTATUS.2014,BDS.2021,PIECE.2014,PIECE.2021,INTEG.2021,DECAYCLASSORIG,DECAYCLASS.2021,GC.2021,HEIGHT.2014,HEIGHT.2021,TOPDIAM.2014,TOPDIAM.2021,DBH,DBH.2021,LENGTH.2014,LENGTH.2021,ANGLE,DIRECTION,NOTES.2014
no tag,1029,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,21,NA,11.8,NA,NA,,
no tag,1029,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,23.3,NA,14.2,NA,NA,,
no tag,1029,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,21.5,NA,6.1,NA,NA,,
no tag,394,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,55.9,NA,2.5,NA,NA,,
no tag,1032,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,10.7,NA,4.4,NA,NA,,
no tag,1694,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,464,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,49,NA,12,NA,NA,,
no tag,1034,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,13.8,NA,6.8,NA,NA,,
no tag,1176,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,48.3,NA,11.2,NA,NA,,
no tag,1036,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,15,NA,5.5,NA,NA,,
no tag,416,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,16103,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,16.4,NA,6.2,NA,NA,,
no tag,1555,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,63.3,NA,10,NA,NA,,
no tag,418,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,17.2,NA,3.2,NA,NA,,
no tag,1049,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,17.2,NA,10,NA,NA,,
no tag,7810,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,7.8,NA,5.3,NA,NA,,
no tag,1561,NA,NA,NA,NA,lying broken,,B,,,3,NA,,NA,NA,NA,NA,29,NA,3.1,NA,NA,,
no tag,1699,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,841,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,13.8,NA,6.4,NA,NA,,
no tag,16210,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1056,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,18.2,NA,3.9,NA,NA,,
no tag,16210,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,478,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1563,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,39,NA,22.2,NA,NA,,
no tag,1563,NA,NA,NA,NA,lying whole,,A,,,1,NA,,NA,NA,NA,NA,9.7,NA,5.2,NA,NA,,
no tag,1061,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,35.8,NA,7.8,NA,NA,,
no tag,1062,NA,NA,NA,NA,standing dead,,A,,,3,NA,,NA,NA,NA,NA,12.1,NA,,NA,NA,,
no tag,1066,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,29,NA,5.5,NA,NA,,
no tag,1198,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,6.6,NA,3.1,NA,NA,,
no tag,1213,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,32.6,NA,11.9,NA,NA,,
no tag,651,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1649,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,NA,NA,63.5,NA,2.6,NA,NA,,cannot tell origin
no tag,1383,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,NA,NA,74.6,NA,8.5,NA,NA,,
no tag,1384,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,NA,NA,44.5,NA,6.4,NA,NA,,
no tag,1583,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,30.9,NA,7.1,NA,NA,,
no tag,456,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,10.9,NA,2.7,NA,NA,,
no tag,111010,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,10109,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,6.7,NA,3.6,NA,NA,,
no tag,1588,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,458,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,20.2,NA,10.4,NA,NA,,
no tag,141010,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,10.5,NA,8.2,NA,NA,,
no tag,461,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,55.8,NA,18.3,NA,NA,,
no tag,3102,NA,NA,NA,NA,lying broken,,B,,,3,NA,,NA,NA,NA,NA,94.1,NA,10.4,NA,NA,,large branches
no tag,3102,NA,NA,NA,NA,lying broken,,C,,,3,NA,,NA,NA,NA,NA,94.1,NA,15.4,NA,NA,,large branches
no tag,1086,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,28.5,NA,7.8,NA,NA,,
no tag,3104,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,8.3,NA,3.1,NA,NA,,
no tag,14102,NA,NA,NA,NA,lying cut,,D,,,3,NA,,NA,NA,NA,NA,46.3,NA,9.8,NA,NA,,
no tag,1610,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,15.3,NA,6.1,NA,NA,,
no tag,467,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,21.3,NA,15.2,NA,NA,,
no tag,1244,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,3108,NA,NA,NA,NA,lying broken,,B,,,3,NA,,NA,NA,NA,NA,7.2,NA,4.6,NA,NA,,
no tag,469,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,43,NA,10.7,NA,NA,,
no tag,469,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,37,NA,24.5,NA,NA,,
no tag,1629,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,66.6,NA,6.6,NA,NA,,
no tag,1103,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,22.4,NA,4.6,NA,NA,,
no tag,474,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,10,NA,6.3,NA,NA,,
no tag,475,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1110,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,14.5,NA,4.1,NA,NA,,
no tag,1255,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1639,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,NA,NA,55.1,NA,3.4,NA,NA,,cannot tell origin
no tag,478,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,20,NA,7.1,NA,NA,,
no tag,1110,NA,NA,NA,NA,lying broken,,B,,,3,NA,,NA,NA,NA,NA,7.9,NA,1.8,NA,NA,,
no tag,984,NA,NA,NA,NA,lying broken,,B,,,3,NA,,NA,NA,NA,NA,9.2,NA,4,NA,NA,,
no tag,695,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,20.1,NA,6.3,NA,NA,,
no tag,1114,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,29.5,NA,21.8,NA,NA,,
no tag,1115,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,29.5,NA,17.1,NA,NA,,
no tag,1116,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,36.5,NA,8.1,NA,NA,,
no tag,1116,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,16.3,NA,9.4,NA,NA,,
no tag,4109,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,21.5,NA,15.6,NA,NA,,
no tag,1118,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,946,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,70.2,NA,19.3,NA,NA,,
no tag,1163,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,6.5,NA,3.5,NA,NA,,
no tag,1276,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,NA,NA,13,NA,9.3,NA,NA,,
no tag,15105,NA,NA,NA,NA,lying cut,,B,,,3,NA,,NA,NA,NA,NA,36.6,NA,2.2,NA,NA,,
no tag,1651,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,7.8,NA,7.1,NA,NA,,
no tag,1652,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,9.9,NA,10.3,NA,NA,,
no tag,1653,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,34.6,NA,7.6,NA,NA,,
no tag,1653,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,16.4,NA,6.1,NA,NA,,
no tag,613,NA,NA,NA,NA,lying broken,,A,,,2,NA,,NA,NA,NA,NA,17.8,NA,2.9,NA,NA,,
no tag,1658,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1168,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,544,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1658,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,NA,NA,55.2,NA,2.7,NA,NA,,cannot tell origin
no tag,1658,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,NA,NA,57.1,NA,5,NA,NA,,cannot tell origin
no tag,1288,NA,NA,NA,NA,lying broken,,B,,,2,NA,,NA,NA,NA,NA,6.8,NA,1.9,NA,NA,,
no tag,964,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,17.8,NA,11.1,NA,NA,,PRAV or Betula
no tag,1694,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,555,NA,NA,NA,NA,lying broken,,B,,,3,NA,,NA,NA,NA,NA,22.6,NA,2.4,NA,NA,,
no tag,558,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,58.4,NA,13,NA,NA,,
no tag,972,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,14.5,NA,10.4,NA,NA,,
no tag,1151,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,19,NA,4.3,NA,NA,,
no tag,564,NA,NA,NA,NA,standing broken,,A,,,3,NA,,1.3,NA,NA,NA,36.7,NA,,NA,NA,,no top
no tag,565,NA,NA,NA,NA,lying broken,,A,,,3,NA,,NA,NA,NA,NA,31.5,NA,9.6,NA,NA,,
no tag,566,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,43.6,NA,2,NA,NA,,
no tag,1683,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,568,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,45.4,NA,15.6,NA,NA,,
no tag,569,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,31.5,NA,8.3,NA,NA,,
no tag,1156,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,20,NA,5.9,NA,NA,,
no tag,1156,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,7.5,NA,4.1,NA,NA,,
no tag,573,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,33.8,NA,6.3,NA,NA,,
no tag,6103,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,9.3,NA,5,NA,NA,,
no tag,578,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,2104,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,19.6,NA,2.9,NA,NA,,
no tag,1324,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,585,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,18,NA,,NA,NA,,
no tag,1374,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,21.9,NA,6.7,NA,NA,,
no tag,1332,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,18,NA,9.8,NA,NA,,
no tag,15101,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,592,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,37.1,NA,16.1,NA,NA,,
no tag,1499,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,19.5,NA,8.5,NA,NA,,
no tag,782,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,18.2,NA,21.8,NA,NA,,
no tag,31010,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,9.5,NA,7.8,NA,NA,,
no tag,1689,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,22.9,NA,5.9,NA,NA,,
no tag,13105,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,54.8,NA,13,NA,NA,,
no tag,6210,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,12.7,NA,7.5,NA,NA,,
no tag,1691,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,12.1,NA,7.6,NA,NA,,Pinus
no tag,1691,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,7,NA,9.7,NA,NA,,leaning
no tag,1022,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,7,NA,5.3,NA,NA,,
no tag,1285,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,44.5,NA,5.3,NA,NA,,
no tag,1168,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,671,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,12,NA,3.4,NA,NA,,
no tag,615,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,77.9,NA,19.4,NA,NA,,
no tag,1172,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,23.2,NA,15.3,NA,NA,,110585?
no tag,1172,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1172,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,6.3,NA,3.8,NA,NA,,
no tag,1173,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,8,NA,2.3,NA,NA,,
no tag,1413,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,14.2,NA,6.8,NA,NA,,
no tag,678,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,15.3,NA,7.1,NA,NA,,
no tag,824,NA,NA,NA,NA,lying broken,,D,,,2,NA,,NA,NA,NA,NA,42.9,NA,3.7,NA,NA,,
no tag,1243,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,65.6,NA,62.4,NA,1.8,NA,NA,,
no tag,1697,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1184,NA,NA,NA,NA,standing broken,,C,,,3,NA,,NA,NA,NA,NA,51.8,NA,5.3,NA,NA,,
no tag,1697,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,622,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,23.4,NA,15.3,NA,NA,,
no tag,623,NA,NA,NA,NA,lying broken,,B,,,2,NA,,NA,NA,NA,NA,17.7,NA,8.8,NA,NA,,
no tag,1185,NA,NA,NA,NA,standing broken,,B,,,3,NA,,NA,NA,NA,NA,80.6,NA,11.6,NA,NA,,
no tag,16106,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1561,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,26.4,NA,6.3,NA,NA,,
no tag,8105,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,41.6,NA,6,NA,NA,,
no tag,12210,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,6,NA,4.4,NA,NA,,
no tag,1365,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,14.9,NA,9,NA,NA,,
no tag,2102,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,12310,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,13,NA,10.9,NA,NA,,
no tag,3910,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,12.4,NA,6.1,NA,NA,,
no tag,9106,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,40.6,NA,19.9,NA,NA,,
no tag,4102,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,6.9,NA,3.8,NA,NA,,
no tag,16310,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,25.6,NA,7,NA,NA,,
no tag,1197,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,81,NA,13.3,NA,NA,,
no tag,1197,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,9210,NA,NA,NA,NA,lying whole,,A,,,1,NA,,NA,NA,NA,NA,62.5,NA,15.7,NA,NA,,live buds
no tag,868,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,22.8,NA,12.9,NA,NA,,
no tag,1649,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,NA,NA,43.3,NA,2.6,NA,NA,,cannot tell origin
no tag,13104,NA,NA,NA,NA,lying broken,,A,,,3,NA,,NA,NA,NA,NA,38.8,NA,8.5,NA,NA,,
no tag,15106,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,9810,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1227,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,11.7,NA,3.1,NA,NA,,
no tag,1228,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,22.7,NA,8.5,NA,NA,,
no tag,1388,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1516,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,35,NA,23.9,NA,NA,,
no tag,892,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,30.3,NA,15.8,NA,NA,,
no tag,799,NA,NA,NA,NA,lying broken,,A,,,2,NA,,NA,NA,NA,NA,53.3,NA,16.5,NA,NA,,
no tag,674,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,28.2,NA,11.4,NA,NA,,
no tag,1236,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,7.6,NA,3,NA,NA,,
no tag,141010,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1288,NA,NA,NA,NA,lying broken,,A,,,2,NA,,NA,NA,NA,NA,10.3,NA,3.5,NA,NA,,
no tag,676,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1139,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1658,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,NA,NA,75.7,NA,1.3,NA,NA,,cannot tell origin
no tag,1243,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,NA,NA,54.9,NA,1.7,NA,NA,,no top
no tag,741,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,43.9,NA,17.7,NA,NA,,
no tag,1095,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,37.9,NA,12.8,NA,NA,,
no tag,3108,NA,NA,NA,NA,lying broken,,A,,,3,NA,,NA,NA,NA,NA,9,NA,4.4,NA,NA,,
no tag,3109,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,12.9,NA,4.7,NA,NA,,
no tag,12104,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,41.1,NA,9.2,NA,NA,,
no tag,14106,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1315,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,21,NA,4.4,NA,NA,,
no tag,1252,NA,NA,NA,NA,lying cut,,F,,,3,NA,,NA,NA,NA,NA,39.7,NA,12,NA,NA,,
no tag,1253,NA,NA,NA,NA,lying cut,,D,,,3,NA,,NA,NA,NA,NA,47.9,NA,2.3,NA,NA,,
no tag,12210,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,14,NA,9.8,NA,NA,,
no tag,764,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,12.7,NA,5,NA,NA,,
no tag,1687,NA,NA,NA,NA,lying broken,,A,,,1,NA,,NA,NA,NA,NA,8.7,NA,4.8,NA,NA,,
no tag,1447,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,47.3,NA,15.8,NA,NA,,
no tag,764,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,50.6,NA,25.8,NA,NA,,
no tag,1157,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,12510,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,42.6,NA,9.2,NA,NA,,
no tag,1331,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,11.8,NA,5.6,NA,NA,,
no tag,12910,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,34.5,NA,20.4,NA,NA,,
no tag,698,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,15.5,NA,6.7,NA,NA,,
no tag,1648,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,24.5,NA,9,NA,NA,,"beaver, stump split at 1.3"
no tag,946,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,42.7,NA,7.4,NA,NA,,
no tag,946,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,40.4,NA,9.1,NA,NA,,
no tag,15104,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,NA,NA,50.4,NA,14.3,NA,NA,,
no tag,1336,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,25.7,NA,4.8,NA,NA,,
no tag,1649,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,NA,NA,51.3,NA,3,NA,NA,,cannot tell origin
no tag,1512,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,45.8,NA,14.5,NA,NA,,Betula
no tag,1649,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,NA,NA,64.4,NA,1.4,NA,NA,,cannot tell origin
no tag,1283,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,5.5,NA,3.5,NA,NA,,leaning on 123254
no tag,4710,NA,NA,NA,NA,lying broken,,B,,,3,NA,,NA,NA,NA,NA,14.5,NA,4,NA,NA,,
no tag,1584,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,30.2,NA,7.2,NA,NA,,
no tag,798,NA,NA,NA,NA,lying broken,,B,,,2,NA,,NA,NA,NA,NA,37,NA,6.5,NA,NA,,
no tag,1517,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,21.9,NA,14,NA,NA,,
no tag,7102,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,10,NA,4.9,NA,NA,,
no tag,1658,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,736,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,9.8,NA,8.1,NA,NA,,
no tag,1348,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,20.8,NA,11.5,NA,NA,,
no tag,1481,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,43.9,NA,6.1,NA,NA,,
no tag,1031,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,8.5,NA,3.7,NA,NA,,
no tag,1241,NA,NA,NA,NA,stump,,A,,,2,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,14102,NA,NA,NA,NA,lying cut,,I,,,3,NA,,NA,NA,NA,NA,25.3,NA,2.4,NA,NA,,
no tag,915,NA,NA,NA,NA,lying broken,,A,,,3,NA,,NA,NA,NA,NA,50.6,NA,,NA,NA,,
no tag,1144,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,39.5,NA,10.4,NA,NA,,
no tag,14104,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,831,NA,NA,NA,NA,lying broken,,A,,,3,NA,,NA,NA,NA,NA,34.7,NA,7.4,NA,NA,,
